Competitor product name,Competitor product brand,Competitor product EAN,Company product number,Company product name,Company product EAN,Company product code,Matching status,Matching score,,,,,,,,,,
Magnolie FloraSelf Magnolia Hybride sortiert H 50-60 cm Co 15 L,FloraSelf,4014703392351,4571409,MAGNOLIA IN SORTEN,4014703392351,4571409,AUTO,1,,,,,,,,,,
Mähbord grau 15x15x25cm,Lusit,"4040934100595,4",4330274,Mähbord 15 x 15 x 4 cm grau,4040934100595,4330274,AUTO,0,,,,,,,,,,
"Mähfaden Nylium-Faden Oregon 2,4 mm, 15 m",OREGON,5400182699750,4102450,"Nylonfaden 2,4 mm x 15 m",4023055620821,4102450,VALIDATED,"0,62",,,,,,,,,,
"Mähfaden Nylium Starline Oregon 1,6 mm, 15 m",OREGON,5400182886440,4100205,"Nyliumfaden 1,6 mm",5400182886440,4100205,AUTO,0,,,,,,,,,,
"Mähfix Abschlussstein Anthrazit 33x16x4,5cm",Lusit,"4040934154215,2003072900009,2007000803356,4022748013650,4022841013656,4023071013652,4027808226537,4040934650557,4036163015014,4040934100120",4330137,"Maehfix 33x16x4,5 cmanthrazit",4040934154215,4330137,AUTO,0,,,,,,,,,,
"Mähfix Abschlussstein Grau 33x16x4,5cm",Lusit,"4040934154185,2007000803295,2003072819004,4022748013667,4022841013663,4023071013669,4027808226513,4040934650533,9007990013660,9007990025151,4036163014994,4040934100137",4330015,"Mähfix 33x16 4,5 cm Grau",4040934154185,4330015,AUTO,0,,,,,,,,,,
"Mähfix Abschlussstein Rot 33x16x4,5cm",Lusit,"4040934154208,2007000803332,2003072875000,4022748013674,4022841013670,4023071013676,4027808226520,4040934650540,4036163073052,4036163015007,4040934100106",4330324,"Mähfix 33x16x4,5 cm, rot",4040934154208,4330324,VALIDATED,697,,,,,,,,,,
Mähroboter BOSCH Indego 1200 Connect,Bosch,3165140811644,4150327,Rasenmähroboter Indego 1200 Connect,3165140811644,4150327,AUTO,0,,,,,,,,,,
Mähroboter BOSCH Indego 400 Connect inkl. Deutschland-Cover,Bosch,3165140828260,4150501,Mähroboter Indego 400 Connect,3165140828260,4150501,AUTO,1,,,,,,,,,,
Mähroboter BOSCH Indego 400 inkl. Deutschland-Cover,Bosch,3165140828208,4150500,Mähroboter Indego 400,3165140828208,4150500,AUTO,1,,,,,,,,,,
Mähroboter BOSCH Indego 800,BOSCH,3165140815123,4150326,Indego 800 Rasenmähroboter,3165140815123,4150326,AUTO,0,,,,,,,,,,
Mährobotergarage BOSCH Indego,Bosch,3165140922760,4150749,Mähroboter Garage für Indego,3165140922760,4150749,AUTO,1,,,,,,,,,,
"Mährobotergarage für GARDENA R40 Li, R50 Li, R70 Li",GARDENA,"4078500010108,2",4150336,Garage für Mähroboter Kunststoff,4078500010108,4150336,AUTO,1,,,,,,,,,,
Mähroboter-Garage GARDENA für R40Li / R70Li / SILENO city / smart SILENO,GARDENA,4078500034739,4150753,Garage f. Mahroboter,4078500034739,4150753,AUTO,1,,,,,,,,,,
Mährobotergarage GARDENA für Sileno und Sileno+,GARDENA,"4078500017312,2",4150441,Garage für Mähroboter der Sileno-Modelle,4078500017312,4150441,AUTO,1,,,,,,,,,,
Mähroboter GARDENA R40Li,GARDENA,4078500407106,4150110,Mähroboter R40Li,4078500407106,4150110,AUTO,0,,,,,,,,,,
Mähroboter GARDENA R40 Li ( 4071-60 ),GARDENA,"4078500025973,2",4150452,Mähroboter R40 Li 18 V,4078500025973,4150452,AUTO,1,,,,,,,,,,
Mähroboter GARDENA R70 LI,GARDENA,4078500407205,4150207,MAEHROBOTER R70LI,4078500407205,4150207,AUTO,0,,,,,,,,,,
Mähroboter GARDENA R70 Li ( 4072-60 ),GARDENA,"4078500026147,2007006642225,4078500026154",4150453,Mähroboter R70 Li 18 V,4078500026147,4150453,AUTO,1,,,,,,,,,,
Mähroboter GARDENA SILENO+ ( 01054-60 ),GARDENA,4078500025652,4150692,MAEHROBOTER SILENO Plus,4078500025652,4150692,AUTO,1,,,,,,,,,,
Mähroboter GARDENA SILENO ( 04052-60 ),GARDENA,4078500025591,4150691,MAEHROBOTER SILENO,4078500025591,4150691,AUTO,1,,,,,,,,,,
Mähroboter GARDENA SILENO city 250,GARDENA,4078500032490,4150809,Mähroboter SILENO city 250,4078500032490,4150809,AUTO,1,,,,,,,,,,
Mähroboter GARDENA smart SILENO,GARDENA,4078500016742,4078500016759,4150390,Mährobotor smart SILENO,4078500016742,4150390,AUTO,1,,,,,,,,,
Mähroboter GARDENA smart SILENO+,GARDENA,4078500016841,4078500016858,4150389,Mährobotor smart SILENO,4078500016841,4150389,AUTO,1,,,,,,,,,
Mähroboter GARDENA smart SILENO ( 19060-60 ),GARDENA,4078500025744,4150677,Mähroboter smart Sileno Set,4078500025744,4150677,AUTO,1,,,,,,,,,,
Mähroboter GARDENA smart SILENO+ ( 19061-60 ),GARDENA,4078500025805,4150678,Mähroboter smart Sileno plus Set,4078500025805,4150678,AUTO,1,,,,,,,,,,
Mähroboter GARDENA smart SILENO city 500 inkl.Gateway,GARDENA,4078500032698,4150716,Maehroboter smart SILENO city 500 Set,4078500032698,4150716,AUTO,1,,,,,,,,,,
Mähroboter McCulloch ROB R1000,McCULLOCH,7391736304047,4150750,Maehroboter ROB R1000,7391736304047,4150750,AUTO,1,,,,,,,,,,
Mähroboter McCulloch ROB R600,McCULLOCH,7391736304016,4150752,Mähroboter ROB R600,7391736304016,4150752,AUTO,1,,,,,,,,,,
Mähroboter System-Set GARDENA smart ( 19100-20 ),GARDENA,"4078500020169,4078500020022,4078500025904",4150391,Smart System Set,4078500020169,4150391,AUTO,1,,,,,,,,,,
Mähroboter WORX L2000 i,Worx,6947372525103,4150826,Worx Mähroboter Landroid L,6947372525103,4150826,AUTO,1,,,,,,,,,,
Mähroboter WORX Landroid L 1500 i,Worx,6924328301806,4150827,Worx Mähroboter Landroid L,6924328301806,4150827,AUTO,1,,,,,,,,,,
Mähroboter WORX S500i S1,Worx,"6924328307518,2007006642492,6924328307501",4150543,MAEHROBOTER LandroidS500i WORX,6924328307518,4150543,AUTO,1,,,,,,,,,,
Majoran Quedlinburger Kräutersamen,Quedlinburger,4014352191527,2014331,majoran,4014352191527,2014331,AUTO,1,,,,,,,,,,
Makro-Dünger NPK-Booster 100 ml,Dennerle,4001615044539,2670214,NPK Booster 100 ml Dennerle,4001615044539,2670214,AUTO,0,,,,,,,,,,
Makronährstoff Easy Life Fosfo 250 ml,Easy Life,8715837040168,2670313,Fosfo 250ml,8715837040168,2670313,AUTO,1,,,,,,,,,,
Makronährstoff Easy Life Fosfo 500 ml,Easy Life,8715837040175,2670314,Fosfo 500ml,8715837040175,2670314,AUTO,1,,,,,,,,,,
Makronährstoff Easy Life Nitro 250 ml,Easy Life,8715837040137,2670311,Nitro 250ml,8715837040137,2670311,AUTO,1,,,,,,,,,,
Makronährstoff Easy Life Nitro 500 ml,Easy Life,8715837040144,2670312,Nitro 500ml,8715837040144,2670312,AUTO,1,,,,,,,,,,
Maleracryl 10 Min weiß 300ml,Soudal,5411183087729,2358466,Maleracryl 10 min weiss 300 ml,5411183087729,2358466,AUTO,0,,,,,,,,,,
Maleracryl grau 300ml,Soudal,5411183087262,2350419,Maleracryl grau 300ml Kartusche,5411183087262,2350419,AUTO,1,,,,,,,,,,
Maleranzug Maleroverall XXL,,4049404700211,8352454,Multioverall XXL,4049404700211,8352454,AUTO,0,,,,,,,,,,
Maler-Naturschwamm EffectLine 11-12 cm,,4006972031239,8315197,Reinigungsschwamm Effectline naturfarben,4006972031239,8315197,AUTO,0,,,,,,,,,,
"Malerplane 4 x 12,5 m 30 µ transparent",,4049404102015,8352520,"Malerplane stark 4x12,5m",4049404102015,8352520,AUTO,1,,,,,,,,,,
Malkarton 18x24 cm,The Wall,"4250101352317,2",4674846,Malpappe Louvre Karton baumwollbespannt weiss,3013648066472,4674846,VALIDATED,538,,,,,,,,,,
Malkarton 24x30 cm,The Wall,"4250101352355,2",4671623,Malpappe Louvre Karton baumwollbespannt weiss,3013648066489,4671623,VALIDATED,538,,,,,,,,,,
Malkarton 30x40 cm,The Wall,"4250101352393,2",4671645,Malpappe Louvre Karton baumwollbespannt weiss,3013648066496,4671645,VALIDATED,538,,,,,,,,,,
Malt-Soft-Extra 50 g,,4002064407364,2511300,Katzensnack Malt-Soft-Paste Extra 50 g,4002064407364,2511300,AUTO,0,,,,,,,,,,
Mangold 'Bright Lights' Quedlinburger Salatsamen,Quedlinburger,4050422200324,2017609,Säm.Mangold Bright Lights PG 9,4050422200324,2017609,AUTO,1,,,,,,,,,,
Mangold 'Lucullus' FloraSelf Gemüsesamen,FloraSelf,"4000159060685,43",2013396,mangold lucullus,4014352189876,2013396,VALIDATED,632,,,,,,,,,,
Mangold 'Lucullus' Quedlinburger Gemüsesamen,Quedlinburger,4014352189876,2013396,mangold lucullus,4014352189876,2013396,AUTO,1,,,,,,,,,,
Mangold 'Vulkan' Quedlinburger Gemüsesamen,Quedlinburger,4014352447419,2010593,Saem.Mangold Vulkan PG4,4014352447419,2010593,AUTO,1,,,,,,,,,,
Männertreu Lobelia erinus Ø 9 cm Topf,,8713626209772,4583590,LOBELIA BLAU MAENNERTREU,4011260175069,4583590,AUTO,1,,,,,,,,,,
Männertreu 'Lobelia mit weißen Auge' Blumensamen Quedlinburger,Quedlinburger,4014352192999,2010063,maennertreu blau m. weissen auge,4014352192999,2010063,AUTO,1,,,,,,,,,,
Mantelhaken nie wieder bohren HUKK chrom,nie wieder bohren,4260068541730,5252324,Mantelhaken 2tlg hukk,4260068541730,5252324,AUTO,0,,,,,,,,,,
"Mantelleitung NYM-J 3x1,5 mm² 10 m grau",,4022873000020,9056586,"Feuchtraumkabel NYM-J 3G1,5 10M",4008297717065,9056586,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 3x1,5 mm², 50 m grau",,"2000834195000,2007001212676,2007001258346,2007001991441,3858884599014,4008153339493,4010480000038,4010480000786,4018793004279,4020704982606,4250017800216,4250017800339,2007001263852,4022873000068,4018730432516",9054090,"FEUCHTRAUMK. NYM-J 3X1,5QMM,50M",4020704005381,9054090,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 3x1,5 mm² 5 m grau",,"4022873000013,2",9056575,"Feuchtraumkabel NYM-J 3G1,5 5M",4008297717058,9056575,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 3x2,5 mm² 10 m grau",,"4022873000327,2",9056696,"Feuchtraumkabel NYM-J 3G2,5 10M",4008153446160,9056696,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 3x2,5 mm², 50 m grau",,"2004068593007,2007001991465,2007000940822,2007003121150,2007000479506,3858884590264,3858884599151,4020704005626,8591043302388,4010480002216,4018793004286,4250017800223,4022873000365,4018730442195",9050029,"Feuchtraumleitung NYM-J 3x2,5 Ring 50m",4010480002216,9050029,AUTO,1,,,,,,,,,,
"Mantelleitung NYM-J 3x2,5 mm² 5 m grau",,"4022873000310,2",9056685,"Feuchtraumkabel NYM-J 3G2,5 5M",4008153446153,9056685,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 4x1,5 mm² 10 m grau",,"4022873000129,2",9056620,"Feuchtraumkabel NYM-J 4G1,5 10M",4008297718062,9056620,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 4x1,5 mm² 5 m grau",,"4022873000112,2",9056619,"Feuchtraumkabel NYM-J 4G1,5 5M",4008297718055,9056619,VALIDATED,0,,,,,,,,,,
"Mantelleitung NYM-J 5x1,5 mm², 50 m grau",,"2000846297006,2007001991458,2007001258827,2007001225522,3858884599168,4008153339516,4010480000205,4020704981777,4250017800230,9002413026678,9008221530581,3858884590325,4022873000242,4022873000266,4018730433261",9054100,"FEUCHTRAUMKABEL NYM-J 5X1,5QMM,50M",4010480000205,9054100,VALIDATED,857,,,,,,,,,,
"Mantelleitung NYM-J 5x2,5 mm², 50 m grau",,"2004068595001,2007001991472,2007003121167,2007000479599,3858884599175,4020704005640,8591043302395,4018793004309,4250017800247,4010480001820,4022873000464,4018730442201",9054122,"Feuchtraumleitung NYM-J 5x2,5 Ring 50m",4010480001820,9054122,AUTO,1,,,,,,,,,,
"Mantelleitung NYM-J 5x2,5 mm² 5 m grau",,"4022873000419,2",9056718,"Feuchtraumkabel NYM-J 5G2,5 5M",4008153446276,9056718,VALIDATED,862,,,,,,,,,,
Marabu Künstlerpinsel Pinselset Basic 5-teilig,Marabu,4007751405999,4070594,Basic School Pinselset Marabu,4007751405999,4070594,AUTO,1,,,,,,,,,,
Marabu Stoffmalfarbe Textil plus Starter 15 ml 6er-Set,Marabu,4007751189622,4640405,Textil Plus Starter-Set Marabu,4007751189622,4640405,AUTO,1,,,,,,,,,,
Marder- & Waschbärschreck Neudorff 300 g,Neudorff,4005240005866,4500218,Marder/Waschbär Schreck 300 g,4005240005866,4500218,AUTO,1,,,,,,,,,,
Markerbse 'Costa' Quedlinburger Gemüsesamen,Quedlinburger,4050422212174,2016212,Säm.Markerbse Costa PG 8,4050422212174,2016212,AUTO,1,,,,,,,,,,
Markerbse 'Gloriosa' Quedlinburger Gemüsesamen,Quedlinburger,4014352189074,2014815,Markenerbse Gloriosa,4014352189074,2014815,AUTO,1,,,,,,,,,,
Markerbse 'Kelvedon Wonder' Quedlinburger Gemüsesamen,Quedlinburger,4014352189135,2014837,markerbse kelvedon wonder,4014352189135,2014837,AUTO,1,,,,,,,,,,
Markerbse 'Maxigolt' Quedlinburger Gemüsesamen,Quedlinburger,4014352189081,2014870,Markerbse Maxigolt,4014352189081,2014870,AUTO,1,,,,,,,,,,
Markerbse 'Rondo' Quedlinburger Gemüsesamen,Quedlinburger,4014352912276,2010842,Saem.Erbse Mark Rondo,4014352912276,2010842,AUTO,1,,,,,,,,,,
Markierungspray DUPLI-COLOR matt leuchtgelb 500 ml,DUPLI-COLOR,"4048500651908,2007000804216,2003073447008",1260215,Markierspray gelb 500 ml Dose,4084900540312,1260215,VALIDATED,"0,58",,,,,,,,,,
Markierungspray DUPLI-COLOR matt leuchtorange 500 ml,DUPLI-COLOR,"4048500656644,2007000804421,2003073481002",1260226,Markierspray orange 500 ml Dose,4084900540176,1260226,VALIDATED,"0,61",,,,,,,,,,
Marktschirm Leco 470x270x245 cm Polyester 180 g/m² anthrazit,Leco,4009266824371,4790300,Oval-Schirm anthrazit,4009266824371,4790300,AUTO,1,,,,,,,,,,
Marktschirm Leco 470x270x245 cm Polyester 180 g/m² natur,Leco,4009266823688,4790299,Oval-Schirm natur,4009266823688,4790299,AUTO,1,,,,,,,,,,
Marktschirm Schneider Amalfi Ø 350 H 275 cm Polyester 180 g/m² mocca,Schneider Schirme,4000570743693,4110739,"Schirm Amalfi mocca, 350cm ",4000570743693,4110739,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² blau,Schneider Schirme,4000570110099,4111620,Schirm Jumbo 400 cm rund blau,4000570110099,4111620,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² gelb,Schneider Schirme,4000570110037,4111615,Schirm Jumbo 400 cm rund gelb,4000570110037,4111615,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² grün,Schneider Schirme,4000570110112,4111617,Schirm Jumbo 400 cm rund grün,4000570110112,4111617,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² natur,Schneider Schirme,4000570110020,4111619,Schirm Jumbo 400 cm rund natur,4000570110020,4111619,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² rot,Schneider Schirme,4000570110068,4111616,Schirm Jumbo 400 cm rund rot,4000570110068,4111616,AUTO,1,,,,,,,,,,
Marktschirm Schneider Jumbo Ø 400 H 295 cm Polyester 220 g/m² weiß,Schneider Schirme,4000570110013,4111618,Schirm Jumbo 400 cm rund weiss,4000570110013,4111618,AUTO,1,,,,,,,,,,
Marktstand Karibu 1 261x178 cm natur,Karibu,4010090584898,4320883,"Marktstand1,19mm st.Satteldach",4010090584898,4320883,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 100mm anthrazit metallic,Marley,4002644360232,3300162,Aussenecke RG 100 anthrazit metallic,4002644360232,3300162,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 100mm braun,Marley,"4002644075938,2",3300946,ECKSTUECK AUSSEN RG 100 BRAUN,4002644075938,3300946,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 100mm grau,Marley,"4002644070933,2",3300418,ECKSTUECK AUSSEN RG 100 GRAU,4002644070933,3300418,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 100mm grün,Marley,4002644314242,3300230,Aussenecke RG 100 grün,4002644314242,3300230,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 100mm kupferton,Marley,"4002644087566,2",3304455,Aussenecke für runde Dachrinnen 100 mm kupferfarben,4002644087566,3304455,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 100mm weiß,Marley,4002644083865,3300114,Aussenecke RG 100 weiss,4002644083865,3300114,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 125mm anthrazit metallic,Marley,4002644360249,3300163,Aussenecke RG 125 anthrazit metallic,4002644360249,3300163,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 125mm braun,Marley,"4002644075952,2",3300957,ECKSTUECK AUSSEN RG 125 BRAUN,4002644075952,3300957,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 125mm grau,Marley,"4002644070957,2",3300429,"ECKSTUECK RG 125,GRAU",4002644070957,3300429,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 125mm grün,Marley,4002644314259,3300232,Aussenecke RG 125 grün,4002644314259,3300232,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 125mm kupferton,Marley,"4002644087597,2",3300439,Aussenecke RG 125 Kupferton,4002644087597,3300439,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 125mm weiß,Marley,"4002644083858,2",3300113,Aussenecke RG 125 weiss,4002644083858,3300113,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 150mm Kupferton,Marley,4002644087610,3300441,Aussenecke RG 150 Kupferton,4002644087610,3300441,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 70mm braun,Marley,"4002644081151,2",3301342,ECKSTUECK AUSSEN RG 70 BRAUN,4002644081151,3301342,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 70mm grau,Marley,"4002644080154,2",3300649,Eckstueck aussen DN 70 grau,4002644080154,3300649,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 70mm kupferton,Marley,"4002644088549,2",3304785,Aussenecke für kastenförmige Dachrinnen 70 mm kupferfarben,4002644088549,3304785,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 70mm weiß,Marley,"4002644082189,2",3300076,Aussenecke RG 70 weiss,4002644082189,3300076,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 75mm anthrazit metallic,Marley,4002644360775,3300200,Aussenecke RG 75 anthrazit metallic,4002644360775,3300200,AUTO,1,,,,,,,,,,
Marley Aussenecke Nennweite 75mm braun,Marley,"4002644805382,2",3309240,ECKSTUECK AUSSEN BRAUN HALBRUND,4002644805382,3309240,AUTO,0,,,,,,,,,,
Marley Aussenecke Nennweite 75mm grau,Marley,"4002644805320,2",3309163,ECKSTUECK AUSSEN GRAU HALBRUND,4002644805320,3309163,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 105mm anthrazit metallic,Marley,4002644360577,3300185,Bogenverbinder DN105anthrazit metallic,4002644360577,3300185,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 105mm braun,Marley,"4002644078496,4002644600970,2003896853000",3302013,BOGENVERBINDER DN105BRAUN,4002644078496,3302013,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 105mm grau,Marley,"4002644073491,4002644600475,2003896849003",3301859,BOGENVERBINDER DN105GRAU,4002644073491,3301859,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 105mm weiß,Marley,4002644084275,3300137,Bogenverbinder DN105weiss,4002644084275,3300137,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm anthrazit metallic,Marley,4002644361079,3300215,Bogenverbinder DN 53anthrazit metallic,4002644361079,3300215,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm braun,Marley,"4002644081731,2003896855004,4002644614083",3302310,BOGENVERBINDER DN53 BRAUN,4002644081731,3302310,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm grau,Marley,4002644080734,3301936,BOGENVERBINDER DN53 GRAU,4002644080734,3301936,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm grün,Marley,4002644314990,3300269,Bogenverbinder DN 53grün,4002644314990,3300269,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm kupferton,Marley,"4002644088884,4002644614236,2005108521004",3310406,BOGENVERBINDER DN53 KUPFERTON,4002644088884,3310406,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm silber,Marley,4002644315997,3300311,Bogenverbinder DN 53silber,4002644315997,3300311,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 53mm weiß,Marley,4002644082691,3300095,Bogenverbinder DN 53weiss,4002644082691,3300095,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 75mm anthrazit metallic,Marley,4002644360560,3300184,Bogenverbinder DN 75anthrazit metallic,4002644360560,3300184,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 75mm braun,Marley,"4002644078472,4002644600963,2003837974009",5518140,"BOGENVERBINDER DN 75, BRAUN",4002644078472,5518140,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 75mm grau,Marley,"4002644073477,4002644600468,2003837973002",5518139,"BOGENVERBINDER DN 75, GRAU",4002644073477,5518139,AUTO,0,,,,,,,,,,
Marley Bogenverbinder Nennweite 75mm weiß,Marley,4002644084268,3300136,Bogenverbinder DN 75weiss,4002644084268,3300136,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 90mm grün,Marley,4002644314648,3300248,Bogenverbinder DN 90grün,4002644314648,3300248,AUTO,1,,,,,,,,,,
Marley Bogenverbinder Nennweite 90mm kupferton,Marley,"4002644088181,4002644602103,2003837979004",3310417,BOGENVERBINDER DN90 KUPFERTON,4002644088181,3310417,AUTO,0,,,,,,,,,,
"Marley Dachrinne halbrund Nennweite 100 anthrazit metallic Länge 3,00m",Marley,4002644360034,3300150,Dachrinne RG 100 3m anthrazit metallic,4002644360034,3300150,AUTO,1,,,,,,,,,,
"Marley Dachrinne halbrund Nennweite 125 weiß Länge 1,00m",Marley,4002644083506,3300103,Dachrinne RG 125 1m weiss,4002644083506,3300103,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm braun Länge: 2,00m",Marley,"4002644075433,4002644600666,2000210593000",3300847,"DACHRINNE HALBRUND RG 100, 2 M, BRAUN",4002644075433,3300847,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm braun Länge: 3,00m",Marley,"4002644075334,2000210582004,4002644600642",3300825,"DACHRINNE HALBRUND RG 100, 3 M, BRAUN",4002644075334,3300825,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm grau Länge: 2,00m",Marley,"4002644070438,4002644600055,2000210026003",3300055,"DACHRINNE HALBRUND RG 100, 2 M,GRAU",4002644070438,3300055,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm grau Länge: 3,00m",Marley,"4002644070339,4002644600031,2000211472007",3300033,"DACHRINNE HALBRUND RG 100,3 M,GRAU",4002644070339,3300033,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm kupferton Länge: 1,00m",Marley,"4002644087245,4002644601885,2003096104001",3304367,"DACHRINNE HALBRUND 100 RG/DN 1,0M KUPFER",4002644087245,3304367,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm kupferton Länge: 2,00m",Marley,"4002644087160,4002644601854,2003096091004",3304334,"DACHRINNE HALBRUND 100 RG/DN 2,0M KUPFER",4002644087160,3304334,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 100mm kupferton Länge: 3,00m",Marley,"4002644087085,4002644601823,2003096080008",3304312,Halbrunde Dachrinne kupferfarben á 10 cm,4002644087085,3304312,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm braun Länge: 2,00m",Marley,"4002644075457,4002644600673,2000210695001",3300858,"DACHRINNE HALBRUND RG 125, 2 M, BRAUN",4002644075457,3300858,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm braun Länge: 3,00m",Marley,"4002644075358,2000210684005,4002644600659",3300836,"DACHRINNE HALBRUND RG 125,3 M, BRAUN",4002644075358,3300836,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm grau Länge: 2,00m",Marley,"4002644070452,2000210128004,4002644600062",3300066,"DACHRINNE HALBRUND RG 125,2 M, GRAU",4002644070452,3300066,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm grau Länge: 3,00m",Marley,"4002644070353,2000211483003,4002644600048",3300044,"DACHRINNE HALBRUND RG 125,3 M,GRAU",4002644070353,3300044,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm kupferton Länge: 1,00m",Marley,"4002644087269,4002644601892,2000276948004",3300450,Dachrinne RG 125 1m Kupferton,4002644087269,3300450,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm kupferton Länge: 2,00m",Marley,"4002644087184,4002644601861,2000276937008",3300434,Dachrinne RG 125 2m Kupferton,4002644087184,3300434,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm kupferton Länge: 3,00m",Marley,"4002644087108,4002644601830,2000276926002",3300449,Dachrinne RG 125 3m Kupferton,4002644087108,3300449,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm weiß Länge: 2,00m",Marley,"4002644083452,4002644602493,2003227734008",3300101,Dachrinne RG 125 2m weiss,4002644083452,3300101,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 125mm weiß Länge: 3,00m",Marley,"4002644083254,4002644602479,2003227723002",3300098,Dachrinne RG 125 3m weiss,4002644083254,3300098,AUTO,1,,,,,,,,,,
"Marley Dachrinne Nennweite 75mm braun Länge 2,00m",Marley,"4002644806082,2",3309207,DACHRINNE HALBRUND DN75/2M BRAUN,4002644806082,3309207,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 75mm braun Länge 3,00m",Marley,"4002644806099,2",3309196,DACHRINNE HALBRUND DN75/3M BRAUN,4002644806099,3309196,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 75mm grau Länge 2,00m",Marley,"4002644806051,2",3309120,DACHRINNE HALBRUND DN 75/2M GRAU,4002644806051,3309120,AUTO,0,,,,,,,,,,
"Marley Dachrinne Nennweite 75mm grau Länge 3,00m",Marley,"4002644806068,2",3309119,DACHRINNE HALBRUND DN 75/3M GRAU,4002644806068,3309119,AUTO,0,,,,,,,,,,
"Marley Duplex Dachrinne Nennweite 80mm braun Länge: 2,00m",Marley,"4002644081335,4002644601748,2000212420007",3306281,DUPLEX RINNE 2 M BRAUN,4002644081335,3306281,AUTO,0,,,,,,,,,,
